商品ID,商品名称,商品类别,价格,库存,销量,评分,评论数,上架周期,上架日期
PROD009687,充电宝,存储设备,209.08,50,24,3.3,26,27,2024/5/22
PROD009688,无线耳机,智能家居,196.89,38,35,4.5,19,22,2024/5/27
PROD009689,智能手表,电源配件,309.98,50,34,3.8,22,30,2024/5/19
PROD009690,投影仪,外设产品,131.9,56,38,4.2,18,25,2024/5/24
PROD009691,投影仪,电源配件,71.86,58,39,4.3,27,27,2024/5/22
PROD009692,固态硬盘,存储设备,114.4,44,30,4,19,10,2024/6/8
PROD009693,内存条,外设产品,200.89,49,32,3.9,16,14,2024/6/4
PROD009694,投影仪,智能家居,124.2,53,29,2.9,14,26,2024/5/23
PROD009695,智能手表,电源配件,70.49,52,26,4.6,18,18,2024/5/31
PROD009696,数码相机,电脑办公,242.65,45,27,3.8,16,23,2024/5/26
PROD009697,平板电脑,外设产品,70.39,42,28,4.2,17,29,2024/5/20
PROD009698,耳机,数码配件,115.58,57,34,3.9,17,7,2024/6/11
PROD009699,耳机,投影设备,105.29,48,26,4.1,20,6,2024/6/12
PROD009700,充电宝,智能家居,154.26,45,35,4,25,1,2024/6/17
PROD009701,耳机,手机通讯,135.49,44,24,4.3,15,18,2024/5/31
PROD009702,打印机,家用电器,197.81,42,35,3.2,20,11,2024/6/7
PROD009703,鼠标,手机通讯,245.84,43,31,3.9,21,22,2024/5/27
PROD009704,充电宝,手机通讯,147.19,41,28,5,14,7,2024/6/11
PROD009705,路由器,智能家居,158.79,49,33,4.3,22,23,2024/5/26
PROD009706,固态硬盘,家用电器,318.3,44,29,4.1,13,3,2024/6/15
PROD009707,路由器,数码配件,116.99,46,30,3.7,6,12,2024/6/6
PROD009708,电视,家用电器,165.85,50,29,5,19,9,2024/6/9
PROD009709,机械键盘,电源配件,86.8,65,33,5,22,2,2024/6/16
PROD009710,打印机,智能家居,230.74,49,38,4.2,16,28,2024/5/21
PROD009711,鼠标,存储设备,141.67,51,32,4.3,25,12,2024/6/6
PROD009712,机械键盘,数码配件,319.87,54,32,4.6,10,4,2024/6/14
PROD009713,机械键盘,影音娱乐,187.82,49,33,4.6,18,6,2024/6/12
PROD009714,耳机,数码配件,91.03,48,24,4.7,27,10,2024/6/8
PROD009715,显示器,家用电器,134.84,54,32,3.6,21,9,2024/6/9
PROD009716,智能手表,数码配件,328.32,41,33,4.4,21,6,2024/6/12
PROD009717,投影仪,投影设备,694.26,58,31,4.3,13,1,2024/6/17
PROD009718,投影仪,电脑办公,224.88,44,39,3.5,16,2,2024/6/16
PROD009719,充电器,智能家居,50,52,43,4.2,27,14,2024/6/4
PROD009720,打印机,手机通讯,212.14,52,30,4.8,15,8,2024/6/10
PROD009721,平板电脑,外设产品,341.79,55,25,3.8,21,5,2024/6/13
PROD009722,路由器,电源配件,186.54,51,31,3.3,24,23,2024/5/26
PROD009723,智能手机,家用电器,606.96,50,34,4.8,19,5,2024/6/13
PROD009724,耳机,电源配件,125.35,57,38,4.3,23,23,2024/5/26
PROD009725,智能手机,数码配件,177.29,46,36,5,22,16,2024/6/2
PROD009726,鼠标,外设产品,50,45,35,4.5,29,11,2024/6/7
PROD009727,充电器,电源配件,142.04,56,30,4.3,16,30,2024/5/19
PROD009728,投影仪,影音娱乐,91.88,53,29,4,29,24,2024/5/25
PROD009729,笔记本电脑,智能家居,116.76,50,36,4.5,24,15,2024/6/3
PROD009730,数码相机,智能家居,285.43,49,36,4,21,3,2024/6/15
PROD009731,内存条,数码配件,187.1,45,31,4.3,22,30,2024/5/19
PROD009732,笔记本电脑,电脑办公,188.55,43,37,4.3,13,21,2024/5/28
PROD009733,固态硬盘,家用电器,160.28,53,26,3.7,18,2,2024/6/16
PROD009734,电视,外设产品,145.39,60,28,4.7,22,11,2024/6/7
PROD009735,笔记本电脑,电源配件,207.2,48,31,3.8,27,21,2024/5/28
PROD009736,显示器,家用电器,143.5,40,31,4,21,23,2024/5/26
PROD009737,内存条,电源配件,209.23,40,32,4.2,12,28,2024/5/21
PROD009738,无线耳机,外设产品,132.47,57,28,3.8,25,5,2024/6/13
PROD009739,打印机,影音娱乐,194.28,51,23,4.2,21,24,2024/5/25
PROD009740,智能手表,数码配件,152.3,50,25,3.7,19,21,2024/5/28
PROD009741,鼠标,投影设备,162.23,52,26,4.6,26,13,2024/6/5
PROD009742,智能手机,电源配件,62.75,48,38,4.5,19,6,2024/6/12
PROD009743,蓝牙音箱,投影设备,55.12,35,28,5,17,2,2024/6/16
PROD009744,投影仪,存储设备,205.34,69,23,5,16,4,2024/6/14
PROD009745,投影仪,电源配件,163.94,60,24,4.8,15,5,2024/6/13
PROD009746,打印机,影音娱乐,130.52,56,27,4.9,19,9,2024/6/9
PROD009747,数码相机,家用电器,89.13,56,35,4.9,23,18,2024/5/31
PROD009748,路由器,存储设备,193.6,63,24,5,17,1,2024/6/17
PROD009749,数码相机,智能家居,96.77,41,43,3.9,18,23,2024/5/26
PROD009750,固态硬盘,家用电器,108.99,50,39,4.1,19,6,2024/6/12
PROD009751,平板电脑,手机通讯,104.07,52,26,4,21,30,2024/5/19
PROD009752,鼠标,外设产品,76.07,52,30,3.9,21,4,2024/6/14
PROD009753,智能手表,外设产品,224.35,56,32,4.2,25,20,2024/5/29
PROD009754,电视,电源配件,138.47,49,38,4.2,26,21,2024/5/28
PROD009755,电视,影音娱乐,148.22,54,31,4.6,26,8,2024/6/10
PROD009756,数码相机,电脑办公,50,42,44,3.7,28,12,2024/6/6
PROD009757,路由器,影音娱乐,183.21,59,34,4.3,25,17,2024/6/1
PROD009758,机械键盘,电源配件,130.14,43,18,4.4,13,22,2024/5/27
PROD009759,路由器,存储设备,158.68,55,43,4.3,20,28,2024/5/21
PROD009760,蓝牙音箱,数码配件,86.91,50,29,3.5,15,29,2024/5/20
PROD009761,电视,外设产品,241.72,53,32,3.9,20,21,2024/5/28
PROD009762,蓝牙音箱,电源配件,161.82,52,26,4.7,20,12,2024/6/6
PROD009763,充电器,外设产品,151.47,55,31,4.4,25,7,2024/6/11
PROD009764,智能手表,手机通讯,214.14,51,26,4.1,19,11,2024/6/7
PROD009765,固态硬盘,手机通讯,74.01,49,28,3.4,19,10,2024/6/8
PROD009766,智能手表,电源配件,347.95,54,38,3.7,25,7,2024/6/11
PROD009767,充电器,外设产品,141.87,45,32,4.6,26,7,2024/6/11
PROD009768,智能手机,投影设备,74.38,60,21,4.5,18,1,2024/6/17
PROD009769,无线耳机,数码配件,55.54,57,30,4.6,23,30,2024/5/19
PROD009770,机械键盘,外设产品,206.92,46,19,4,17,10,2024/6/8
PROD009771,机械键盘,存储设备,222.62,45,30,4.6,23,18,2024/5/31
PROD009772,打印机,电源配件,248.26,47,25,4.4,25,30,2024/5/19
PROD009773,智能手表,投影设备,131.91,54,25,4.1,14,22,2024/5/27
PROD009774,蓝牙音箱,家用电器,70.32,52,29,5,21,3,2024/6/15
PROD009775,平板电脑,影音娱乐,163.86,43,40,4.4,26,2,2024/6/16
PROD009776,充电器,影音娱乐,238.84,45,28,4.7,22,3,2024/6/15
PROD009777,无线耳机,智能家居,101.1,49,28,4.7,25,27,2024/5/22
PROD009778,平板电脑,家用电器,97.58,40,27,4.6,23,9,2024/6/9
PROD009779,充电器,手机通讯,275.92,57,29,4.2,18,1,2024/6/17
PROD009780,路由器,影音娱乐,145.17,40,26,4,15,30,2024/5/19
PROD009781,平板电脑,数码配件,110.44,54,25,4.9,16,27,2024/5/22
PROD009782,耳机,电源配件,116.25,34,29,3.9,20,15,2024/6/3
PROD009783,显示器,外设产品,116.2,53,29,4.9,20,15,2024/6/3
PROD009784,充电器,电脑办公,136.12,60,32,4.2,27,3,2024/6/15
PROD009785,鼠标,数码配件,145.07,43,32,3.7,20,21,2024/5/28
PROD009786,无线耳机,影音娱乐,241.61,52,29,4.6,22,22,2024/5/27
PROD009787,固态硬盘,数码配件,166.24,46,34,3.7,27,25,2024/5/24
PROD009788,笔记本电脑,影音娱乐,230.16,60,32,3.7,19,11,2024/6/7
PROD009789,数码相机,家用电器,100.16,51,33,4.5,17,11,2024/6/7
PROD009790,数码相机,电源配件,209.53,53,34,3.4,19,11,2024/6/7
PROD009791,打印机,存储设备,146.21,47,25,4.3,18,4,2024/6/14
PROD009792,无线耳机,电源配件,106.46,44,27,3.7,20,26,2024/5/23
PROD009793,平板电脑,外设产品,90.09,54,31,4.7,18,5,2024/6/13
PROD009794,充电器,存储设备,185.52,58,23,4.3,21,18,2024/5/31
PROD009795,数据线,手机通讯,177.33,48,37,4.9,22,24,2024/5/25
PROD009796,数据线,电源配件,105.98,45,29,4.4,17,7,2024/6/11
PROD009797,智能手表,存储设备,145.94,57,27,4.5,21,24,2024/5/25
PROD009798,鼠标,电源配件,90.41,59,34,4.3,22,21,2024/5/28
PROD009799,耳机,投影设备,184.42,49,31,3.6,14,17,2024/6/1
PROD009800,充电宝,外设产品,251.94,68,30,4.7,22,16,2024/6/2
PROD009801,数据线,影音娱乐,81.82,53,24,4.3,25,19,2024/5/30
PROD009802,打印机,影音娱乐,109.19,47,34,5,15,19,2024/5/30
PROD009803,路由器,电脑办公,407.12,45,38,3.3,22,28,2024/5/21
PROD009804,显示器,数码配件,164.25,46,29,3.7,26,29,2024/5/20
PROD009805,投影仪,存储设备,500.43,42,25,4.5,16,25,2024/5/24
PROD009806,笔记本电脑,电源配件,287.81,43,21,4.2,24,2,2024/6/16
PROD009807,数据线,数码配件,90.25,43,23,4.2,16,26,2024/5/23
PROD009808,充电宝,家用电器,94.5,49,26,4,16,23,2024/5/26
PROD009809,无线耳机,电脑办公,118.76,59,32,4.3,28,12,2024/6/6
PROD009810,智能手机,电脑办公,51.55,54,24,4.6,21,30,2024/5/19
PROD009811,充电器,电源配件,210.29,54,43,4.4,24,15,2024/6/3
PROD009812,笔记本电脑,电源配件,70.16,59,29,3.8,16,10,2024/6/8
PROD009813,数码相机,投影设备,167.97,50,28,5,18,26,2024/5/23
PROD009814,充电器,影音娱乐,185.07,48,32,4.2,23,28,2024/5/21
PROD009815,智能手表,投影设备,292.46,51,30,4.3,30,19,2024/5/30
PROD009816,充电宝,电源配件,280.21,45,27,3.8,34,27,2024/5/22
PROD009817,蓝牙音箱,手机通讯,99.8,61,38,4,18,25,2024/5/24
PROD009818,机械键盘,电源配件,170.08,44,30,2.9,26,13,2024/6/5
PROD009819,打印机,投影设备,87.89,46,34,3.3,13,25,2024/5/24
PROD009820,数据线,影音娱乐,117.04,53,35,5,20,7,2024/6/11
PROD009821,数据线,手机通讯,91.03,47,26,3.4,19,2,2024/6/16
PROD009822,充电器,家用电器,50,51,28,5,34,28,2024/5/21
PROD009823,固态硬盘,影音娱乐,221.9,50,22,4.7,26,1,2024/6/17
PROD009824,智能手机,电源配件,164.76,50,33,3.5,18,18,2024/5/31
PROD009825,数码相机,家用电器,163.22,37,31,4,19,17,2024/6/1
PROD009826,电视,电源配件,283.31,55,25,3.6,27,8,2024/6/10
PROD009827,机械键盘,家用电器,71.44,48,33,4.7,16,21,2024/5/28
PROD009828,耳机,家用电器,367.62,46,21,3.9,18,17,2024/6/1
PROD009829,路由器,外设产品,70.54,48,34,4.4,19,14,2024/6/4
PROD009830,显示器,智能家居,107.05,57,49,3.9,14,2,2024/6/16
PROD009831,数码相机,电源配件,324.57,38,42,3.8,19,7,2024/6/11
PROD009832,机械键盘,存储设备,307.77,55,45,4.3,20,18,2024/5/31
PROD009833,数码相机,影音娱乐,95.81,43,26,3.5,20,12,2024/6/6
PROD009834,显示器,手机通讯,84.03,50,25,3.8,23,21,2024/5/28
PROD009835,显示器,外设产品,64.15,39,35,4.4,18,24,2024/5/25
PROD009836,固态硬盘,外设产品,128.61,56,28,4.8,24,14,2024/6/4
PROD009837,数码相机,电脑办公,335.6,58,29,4.1,17,1,2024/6/17
PROD009838,充电器,智能家居,300.98,59,21,5,21,5,2024/6/13
PROD009839,鼠标,影音娱乐,228.94,58,24,4.3,12,12,2024/6/6
PROD009840,内存条,智能家居,80.6,51,38,3.7,27,13,2024/6/5
PROD009841,充电宝,手机通讯,78.95,62,28,3.7,24,17,2024/6/1
PROD009842,平板电脑,智能家居,87.71,55,27,3.8,18,8,2024/6/10
PROD009843,数码相机,外设产品,73.06,55,23,3.8,17,27,2024/5/22
PROD009844,投影仪,手机通讯,226.82,64,35,4.3,14,26,2024/5/23
PROD009845,投影仪,影音娱乐,193.17,47,28,4.1,18,27,2024/5/22
PROD009846,数码相机,数码配件,125.83,41,25,4.6,14,10,2024/6/8
PROD009847,数码相机,电脑办公,152.98,54,37,4.1,35,20,2024/5/29
PROD009848,无线耳机,外设产品,51.54,39,49,3.2,13,9,2024/6/9
PROD009849,智能手机,家用电器,68.33,51,29,4.5,25,22,2024/5/27
PROD009850,打印机,外设产品,378.64,52,31,3.1,18,22,2024/5/27
PROD009851,投影仪,电源配件,175.14,49,28,4.3,22,9,2024/6/9
PROD009852,笔记本电脑,手机通讯,237.26,51,32,4.2,23,16,2024/6/2
PROD009853,机械键盘,电源配件,204.98,50,30,4.8,21,23,2024/5/26
PROD009854,固态硬盘,投影设备,120.22,56,34,4.2,22,1,2024/6/17
PROD009855,固态硬盘,数码配件,251.68,41,32,4.8,17,27,2024/5/22
PROD009856,智能手表,外设产品,85.33,45,31,4.9,15,6,2024/6/12
PROD009857,鼠标,家用电器,216.64,43,31,3.3,20,24,2024/5/25
PROD009858,机械键盘,电源配件,149.95,43,27,4,20,8,2024/6/10
PROD009859,路由器,投影设备,278.48,46,39,4.1,12,26,2024/5/23
PROD009860,笔记本电脑,外设产品,87.54,50,29,4.3,22,18,2024/5/31
PROD009861,平板电脑,家用电器,153.65,46,21,3.6,26,3,2024/6/15
PROD009862,无线耳机,存储设备,135.85,56,35,3.2,19,26,2024/5/23
PROD009863,充电宝,外设产品,258.91,38,39,3.6,21,23,2024/5/26
PROD009864,耳机,投影设备,130.61,51,29,4.3,17,13,2024/6/5
PROD009865,显示器,外设产品,319.08,53,24,4.3,11,1,2024/6/17
PROD009866,平板电脑,电脑办公,236.8,55,28,4.4,16,6,2024/6/12
PROD009867,充电器,数码配件,192.99,47,24,4.7,16,2,2024/6/16
PROD009868,平板电脑,家用电器,112.95,55,31,4.1,24,18,2024/5/31
PROD009869,充电器,数码配件,75.98,51,26,4.6,13,4,2024/6/14
PROD009870,内存条,影音娱乐,125.1,63,34,4.2,26,1,2024/6/17
PROD009871,智能手机,手机通讯,124.52,48,33,3.4,24,25,2024/5/24
PROD009872,数码相机,家用电器,126.6,50,38,3.7,22,7,2024/6/11
PROD009873,蓝牙音箱,电脑办公,106.11,45,35,2.9,21,4,2024/6/14
PROD009874,充电器,存储设备,141.84,47,29,3.5,18,11,2024/6/7
PROD009875,智能手机,家用电器,65.98,61,33,4.5,16,6,2024/6/12
PROD009876,机械键盘,投影设备,180.35,44,31,5,19,7,2024/6/11
PROD009877,打印机,投影设备,168.24,55,21,3.9,30,28,2024/5/21
PROD009878,鼠标,智能家居,112.89,48,27,4.3,24,10,2024/6/8
PROD009879,显示器,智能家居,139.58,55,25,4.1,22,12,2024/6/6
PROD009880,路由器,智能家居,298.37,49,38,3.8,15,3,2024/6/15
PROD009881,路由器,电脑办公,213.05,52,36,4.7,18,24,2024/5/25
PROD009882,鼠标,智能家居,140.94,39,21,4.5,15,21,2024/5/28
PROD009883,笔记本电脑,手机通讯,184.07,66,31,3.9,27,16,2024/6/2
PROD009884,蓝牙音箱,存储设备,90.94,52,26,4.8,17,3,2024/6/15
PROD009885,机械键盘,电源配件,95.48,62,27,5,17,18,2024/5/31
PROD009886,数据线,电脑办公,138.19,51,24,5,28,27,2024/5/22
PROD009887,无线耳机,电源配件,337.86,51,32,4.4,13,24,2024/5/25
PROD009888,投影仪,家用电器,173.78,39,37,5,22,5,2024/6/13
PROD009889,路由器,外设产品,535.37,44,36,4.7,16,2,2024/6/16
PROD009890,耳机,电源配件,109.62,50,31,4.2,29,4,2024/6/14
PROD009891,智能手机,外设产品,144.47,53,23,3.9,15,3,2024/6/15
PROD009892,机械键盘,家用电器,72.26,58,32,3.6,25,23,2024/5/26
PROD009893,笔记本电脑,数码配件,54.2,48,32,3.5,22,4,2024/6/14
PROD009894,固态硬盘,数码配件,67,36,32,4.1,22,5,2024/6/13
PROD009895,充电宝,投影设备,232.03,60,39,4.3,17,28,2024/5/21
PROD009896,鼠标,电脑办公,228.94,41,33,4.2,14,1,2024/6/17
PROD009897,投影仪,手机通讯,170.42,63,26,3.8,24,17,2024/6/1
PROD009898,充电宝,投影设备,156.53,45,32,3.8,24,16,2024/6/2
PROD009899,耳机,电脑办公,169.38,38,39,4.4,27,19,2024/5/30
PROD009900,固态硬盘,存储设备,69.9,47,38,4,17,10,2024/6/8
PROD009901,蓝牙音箱,手机通讯,148.6,48,48,4.1,19,25,2024/5/24
PROD009902,电视,数码配件,150.01,54,35,3.9,20,11,2024/6/7
PROD009903,智能手机,影音娱乐,263.8,53,35,3.9,16,12,2024/6/6
PROD009904,充电器,智能家居,100.03,45,30,4.3,24,8,2024/6/10
PROD009905,充电宝,影音娱乐,166.11,44,43,5,25,11,2024/6/7
PROD009906,内存条,智能家居,89.99,49,33,3.5,21,1,2024/6/17
PROD009907,固态硬盘,数码配件,218.66,58,34,4.3,18,12,2024/6/6
PROD009908,打印机,外设产品,217.66,62,26,5,22,28,2024/5/21
PROD009909,耳机,智能家居,192.1,39,31,4.3,21,10,2024/6/8
PROD009910,固态硬盘,电脑办公,150.19,42,41,4.3,22,24,2024/5/25
PROD009911,路由器,存储设备,125.93,40,34,3.5,18,7,2024/6/11
PROD009912,平板电脑,电源配件,433.74,52,45,4,18,6,2024/6/12
PROD009913,固态硬盘,影音娱乐,287.91,46,32,3.5,26,22,2024/5/27
PROD009914,充电器,数码配件,171.38,42,33,4,23,4,2024/6/14
PROD009915,蓝牙音箱,手机通讯,104.63,54,36,5,22,26,2024/5/23
PROD009916,笔记本电脑,电源配件,159.85,46,30,4.8,19,16,2024/6/2
PROD009917,充电器,手机通讯,233.68,47,23,4.9,15,10,2024/6/8
PROD009918,机械键盘,数码配件,221.42,53,17,3.7,18,29,2024/5/20
PROD009919,充电器,电源配件,130.12,44,24,4.9,18,6,2024/6/12
PROD009920,数据线,手机通讯,110.8,57,37,3.6,20,15,2024/6/3
PROD009921,机械键盘,电脑办公,135.94,56,23,4.1,29,25,2024/5/24
PROD009922,耳机,电源配件,100.41,54,31,4.3,9,2,2024/6/16
PROD009923,路由器,电脑办公,78.69,49,34,4.2,16,16,2024/6/2
PROD009924,显示器,影音娱乐,160.18,37,34,4.3,19,18,2024/5/31
PROD009925,无线耳机,投影设备,299.02,50,35,3.8,12,7,2024/6/11
PROD009926,笔记本电脑,电源配件,193.63,50,29,4,16,20,2024/5/29
PROD009927,充电器,存储设备,280.03,41,29,5,23,29,2024/5/20
PROD009928,机械键盘,存储设备,255.65,48,27,4,20,6,2024/6/12
PROD009929,数据线,外设产品,130.3,49,24,3.8,20,10,2024/6/8
PROD009930,数码相机,存储设备,124.08,54,25,4,14,7,2024/6/11
PROD009931,无线耳机,外设产品,126.44,52,19,4,16,22,2024/5/27
PROD009932,智能手表,数码配件,155.22,44,33,4.2,17,10,2024/6/8
PROD009933,路由器,电源配件,366.64,48,30,4.4,24,29,2024/5/20
PROD009934,投影仪,电源配件,322.68,43,23,3.5,23,28,2024/5/21
PROD009935,机械键盘,电脑办公,200.02,60,30,4.2,25,2,2024/6/16
PROD009936,充电器,智能家居,132.22,52,23,3.5,13,21,2024/5/28
PROD009937,鼠标,电脑办公,311.83,59,32,4.2,25,21,2024/5/28
PROD009938,蓝牙音箱,影音娱乐,161.54,63,30,4.2,17,12,2024/6/6
PROD009939,路由器,家用电器,160.45,58,31,4.4,19,12,2024/6/6
PROD009940,智能手机,数码配件,90.9,48,34,5,16,1,2024/6/17
PROD009941,智能手表,外设产品,116.93,51,31,3.6,32,4,2024/6/14
PROD009942,充电器,存储设备,73.92,54,22,4.8,14,27,2024/5/22
PROD009943,笔记本电脑,数码配件,135.85,51,41,4.7,12,5,2024/6/13
PROD009944,充电器,电脑办公,195.34,39,28,4.2,17,25,2024/5/24
PROD009945,蓝牙音箱,投影设备,81.77,44,32,3.6,23,25,2024/5/24
PROD009946,内存条,投影设备,186.3,55,22,3.9,20,22,2024/5/27
PROD009947,电视,投影设备,106.18,48,31,3.8,26,29,2024/5/20
PROD009948,固态硬盘,数码配件,146.1,55,34,3.9,18,6,2024/6/12
PROD009949,数码相机,外设产品,314.56,50,22,4.1,20,5,2024/6/13
PROD009950,固态硬盘,电脑办公,170.35,42,25,4.4,20,3,2024/6/15
PROD009951,数码相机,存储设备,71.98,51,24,4.3,16,19,2024/5/30
PROD009952,充电器,手机通讯,133.3,68,42,3.3,26,9,2024/6/9
PROD009953,数据线,智能家居,70.34,54,33,4.1,26,17,2024/6/1
PROD009954,数据线,智能家居,181.44,63,29,3.8,23,14,2024/6/4
PROD009955,无线耳机,投影设备,183.03,52,36,4.4,21,7,2024/6/11
PROD009956,路由器,家用电器,192.57,57,36,4.1,24,2,2024/6/16
PROD009957,内存条,数码配件,62.83,53,21,4.6,15,29,2024/5/20
PROD009958,蓝牙音箱,存储设备,351.44,47,32,4.6,19,3,2024/6/15
PROD009959,智能手机,存储设备,186.63,41,23,4.4,21,24,2024/5/25
PROD009960,耳机,外设产品,231.84,46,28,4.4,8,7,2024/6/11
PROD009961,固态硬盘,投影设备,268.14,57,19,4.7,27,23,2024/5/26
PROD009962,鼠标,数码配件,259.64,61,25,4.1,15,7,2024/6/11
PROD009963,显示器,数码配件,165.45,58,38,4.6,24,30,2024/5/19
PROD009964,数据线,数码配件,90.88,47,36,4.3,27,16,2024/6/2
PROD009965,充电宝,家用电器,82.79,48,26,4.2,14,26,2024/5/23
PROD009966,笔记本电脑,电源配件,63.94,55,24,4.8,23,30,2024/5/19
PROD009967,平板电脑,存储设备,155.71,49,32,4.1,26,11,2024/6/7
PROD009968,平板电脑,手机通讯,149.14,60,36,4.9,15,23,2024/5/26
PROD009969,充电宝,存储设备,131.13,48,27,4.1,13,23,2024/5/26
PROD009970,机械键盘,外设产品,164.11,38,32,4.2,23,18,2024/5/31
PROD009971,电视,家用电器,119.93,52,32,3.7,19,20,2024/5/29
PROD009972,笔记本电脑,投影设备,112.72,48,45,3.4,11,30,2024/5/19
PROD009973,笔记本电脑,电源配件,148.5,46,40,4.4,25,2,2024/6/16
PROD009974,投影仪,投影设备,157.05,53,29,3.9,24,25,2024/5/24
PROD009975,鼠标,智能家居,212.45,69,28,3.5,19,27,2024/5/22
PROD009976,数码相机,手机通讯,216.49,56,26,4.4,23,22,2024/5/27
PROD009977,投影仪,影音娱乐,162.09,56,19,4.1,17,30,2024/5/19
PROD009978,机械键盘,手机通讯,129.18,51,32,3.7,16,24,2024/5/25
PROD009979,平板电脑,手机通讯,63.41,46,27,4.5,21,18,2024/5/31
PROD009980,智能手表,电源配件,154.17,39,31,4.7,16,1,2024/6/17
PROD009981,鼠标,手机通讯,165.98,49,33,4.1,34,22,2024/5/27
PROD009982,智能手表,电脑办公,179.79,39,25,3.7,18,27,2024/5/22
PROD009983,显示器,电源配件,246.64,55,26,4.2,22,15,2024/6/3
PROD009984,显示器,家用电器,95.57,49,32,4,22,10,2024/6/8
PROD009985,电视,数码配件,178.5,47,34,4.1,25,29,2024/5/20
PROD009986,打印机,家用电器,58.06,47,21,3.2,19,12,2024/6/6
PROD009987,充电器,智能家居,117.38,64,30,5,22,25,2024/5/24
PROD009988,显示器,外设产品,321.18,54,29,4.2,15,26,2024/5/23
PROD009989,打印机,外设产品,121.15,53,34,5,27,24,2024/5/25
PROD009990,鼠标,投影设备,178.75,46,26,4.7,21,27,2024/5/22
PROD009991,鼠标,外设产品,115.96,49,30,4.2,19,23,2024/5/26
PROD009992,蓝牙音箱,智能家居,149.89,41,22,3.7,30,30,2024/5/19
PROD009993,内存条,数码配件,133.66,59,28,4.8,13,27,2024/5/22
PROD009994,智能手表,电脑办公,80.76,47,31,3.7,30,19,2024/5/30
PROD009995,平板电脑,智能家居,190.58,48,24,3.6,15,20,2024/5/29
PROD009996,充电宝,存储设备,82.68,62,29,4.2,24,24,2024/5/25
PROD009997,无线耳机,电脑办公,148.04,46,27,3.7,22,28,2024/5/21
PROD009998,打印机,投影设备,311.59,44,33,5,23,11,2024/6/7
PROD009999,机械键盘,数码配件,145.68,51,32,4.2,17,20,2024/5/29
PROD010000,耳机,影音娱乐,141.58,57,26,3.8,18,26,2024/5/23
PROD010001,固态硬盘,手机通讯,66.84,48,20,4.1,20,3,2024/6/15
PROD010002,智能手机,智能家居,289.67,44,23,3,27,2,2024/6/16
PROD010003,鼠标,数码配件,162.79,49,38,4,22,14,2024/6/4
PROD010004,耳机,外设产品,445.6,44,28,4.7,22,23,2024/5/26
PROD010005,数据线,电源配件,65.82,51,37,3.9,19,3,2024/6/15
PROD010006,平板电脑,电脑办公,138.66,40,29,5,19,7,2024/6/11
PROD010007,数码相机,数码配件,154.86,52,33,3.7,24,22,2024/5/27
PROD010008,显示器,智能家居,201.24,52,25,4,19,20,2024/5/29
PROD010009,机械键盘,家用电器,110.26,67,37,3.7,21,6,2024/6/12
PROD010010,路由器,影音娱乐,79.5,55,37,4.1,17,22,2024/5/27
PROD010011,智能手机,手机通讯,165.93,52,30,4.4,15,6,2024/6/12
PROD010012,平板电脑,智能家居,128.24,42,19,4.3,24,28,2024/5/21
PROD010013,投影仪,智能家居,295.12,45,28,4.1,23,22,2024/5/27
PROD010014,路由器,家用电器,187.02,47,26,3.7,17,5,2024/6/13
PROD010015,路由器,影音娱乐,158.12,42,34,3.7,22,7,2024/6/11
PROD010016,耳机,影音娱乐,152.2,64,38,3.5,20,30,2024/5/19
PROD010017,平板电脑,外设产品,224.77,50,32,3.6,27,19,2024/5/30
PROD010018,显示器,电源配件,265.45,42,33,4.8,19,14,2024/6/4
PROD010019,充电器,影音娱乐,104.78,52,29,4.2,18,20,2024/5/29
PROD010020,数据线,电脑办公,161.87,56,20,3.8,26,1,2024/6/17
PROD010021,机械键盘,家用电器,92.83,48,21,4.7,15,29,2024/5/20
PROD010022,固态硬盘,家用电器,220.1,40,35,4.3,22,7,2024/6/11
PROD010023,耳机,外设产品,152.87,43,20,4,27,30,2024/5/19
PROD010024,智能手机,外设产品,147.97,54,34,4.7,27,20,2024/5/29
PROD010025,蓝牙音箱,手机通讯,146.94,46,29,4.8,15,4,2024/6/14
PROD010026,显示器,投影设备,62.6,62,22,3.8,18,6,2024/6/12
PROD010027,内存条,投影设备,82.38,40,29,4.2,16,27,2024/5/22
PROD010028,蓝牙音箱,电脑办公,146.72,54,38,4.4,24,11,2024/6/7
PROD010029,数码相机,外设产品,288.15,51,28,4.3,25,9,2024/6/9
PROD010030,充电宝,家用电器,226.73,48,34,4.7,18,4,2024/6/14
PROD010031,无线耳机,影音娱乐,146.97,39,38,5,17,29,2024/5/20
PROD010032,蓝牙音箱,投影设备,65.82,52,19,4.5,25,12,2024/6/6
PROD010033,无线耳机,电脑办公,90.06,43,35,4.7,12,16,2024/6/2
PROD010034,充电器,影音娱乐,147.28,39,28,4.3,20,26,2024/5/23
PROD010035,智能手机,投影设备,242.85,41,32,5,14,26,2024/5/23
PROD010036,显示器,投影设备,299.27,41,29,3.8,26,23,2024/5/26
PROD010037,笔记本电脑,电源配件,107.44,53,26,4.7,33,1,2024/6/17
PROD010038,机械键盘,智能家居,133.19,47,29,3.7,20,7,2024/6/11
PROD010039,打印机,家用电器,60.19,41,31,3.6,21,19,2024/5/30
PROD010040,鼠标,投影设备,65.23,49,33,3.2,15,25,2024/5/24
PROD010041,智能手表,投影设备,61.45,43,31,2.9,26,23,2024/5/26
